Group	Authors	Title	Practical	Article/Google	Email Sent	Email Reply	Build Results	Database Entry	Build Notes
OOPSLA'12	Yanhong A. Liu, Scott D. Stoller, Bo Lin, Michael Gorbovitski	From clarity to efficiency for distributed algorithms	Practical	-	Email sent	Replied yes	Builds	data/oopsla12_LiuSLG12_data.txt	data/oopsla12_LiuSLG12_build.txt
OOPSLA'12	Francesco Logozzo, Thomas Ball	Modular and verified automatic program repair	Practical	-	Not sent	-	-	data/oopsla12_LogozzoB12_data.txt	-
OOPSLA'12	Charles Lucas, Sebastian G. Elbaum, David S. Rosenblum	Detecting problematic message sequences and frequencies in distributed systems	Practical	-	Email sent	Replied no	-	data/oopsla12_LucasER12_data.txt	-
OOPSLA'12	Stephen Magill, Michael Hicks, Suriya Subramanian, Kathryn S. McKinley	Automating object transformations for dynamic software updating	Practical	-	Not sent	-	-	data/oopsla12_MagillHSM12_data.txt	-
OOPSLA'12	Clemens Mayer, Stefan Hanenberg, Romain Robbes, Eric Tanter, Andreas Stefik	An empirical study of the influence of static type systems on the usability of undocumented software	Theoretical	-	-	-	-	data/oopsla12_MayerHRTS12_data.txt	-
OOPSLA'12	Fadi Meawad, Gregor Richards, Floreal Morandat, Jan Vitek	Eval begone!: semi-automated removal of eval from javascript programs	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_MeawadRMV12_data.txt	data/oopsla12_MeawadRMV12_build.txt
OOPSLA'12	Alon Mishne, Sharon Shoham, Eran Yahav	Typestate-based semantic code search over partial programs	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_MishneSY12_data.txt	data/oopsla12_MishneSY12_build.txt
OOPSLA'12	Stefan Muller, Stephen Chong	Towards a practical secure concurrent language	Practical	-	Email sent	Replied yes	Build fails	data/oopsla12_MullerC12_data.txt	data/oopsla12_MullerC12_build.txt
OOPSLA'12	Kivanc Muslu, Yuriy Brun, Reid Holmes, Michael D. Ernst, David Notkin	Speculative analysis of integrated development environment recommendations	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_MusluBHEN12_data.txt	data/oopsla12_MusluBHEN12_build.txt
OOPSLA'12	Hiroki Nishino	Developing a new computer music programming language in the 'research through design' context	Theoretical	-	-	-	-	data/oopsla12_Nishino12_data.txt	-
OOPSLA'12	Pavel Parizek, Ondrej Lhotak	Predicate abstraction of Java programs with collections	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_ParizekL12_data.txt	data/oopsla12_ParizekL12_build.txt
OOPSLA'12	Dimitrios Prountzos, Roman Manevich, Keshav Pingali	Elixir: a system for synthesizing concurrent graph programs	Practical	-	Email sent	Replied no	-	data/oopsla12_PrountzosMP12_data.txt	-
OOPSLA'12	Alessandro Ricci, Andrea Santi	From actors to agent-oriented programming abstractions in simpAL	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_RicciS12_data.txt	data/oopsla12_RicciS12_build.txt
OOPSLA'12	Grigore Rosu, Andrei Stefanescu	Checking reachability using matching logic	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_RosuS12_data.txt	data/oopsla12_RosuS12_build.txt
OOPSLA'12	Jennifer B. Sartor, Lieven Eeckhout	Exploring multi-threaded Java application performance on multicore hardware	Theoretical	-	-	-	-	data/oopsla12_SartorE12_data.txt	-
OOPSLA'12	Todd W. Schiller, Michael D. Ernst	Reducing the barriers to writing verified specifications	Practical	-	Email sent	Replied no	-	data/oopsla12_SchillerE12_data.txt	-
OOPSLA'12	Ulrik Pagh Schultz	Programming language abstractions for self-reconfigurable robots	Practical	Link from google	Not sent	-	Build fails	data/oopsla12_Schultz12_data.txt	data/oopsla12_Schultz12_build.txt
OOPSLA'12	Junaid Haroon Siddiqui, Sarfraz Khurshid	Scaling symbolic execution using ranged analysis	Practical	-	Email sent	Replied no	-	data/oopsla12_SiddiquiK12_data.txt	-
OOPSLA'12	Barbara Simons	Internet voting: an idea whose time has not come	Theoretical	-	-	-	-	data/oopsla12_Simons12_data.txt	-
OOPSLA'12	Gustavo Soares Soares	Automated behavioral testing of refactoring engines	Practical	Link from google	Not sent	-	Builds	data/oopsla12_Soares12_data.txt	data/oopsla12_Soares12_build.txt
OOPSLA'12	Yuriy Solodkyy, Gabriel Dos Reis, Bjarne Stroustrup	Open and efficient type switch for C++	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_SolodkyyRS12_data.txt	data/oopsla12_SolodkyyRS12_build.txt
OOPSLA'12	Jaswanth Sreeram, Santosh Pande	Safe compiler-driven transaction checkpointing and recovery	Practical	-	Email sent	Replied no	-	data/oopsla12_SreeramP12_data.txt	-
OOPSLA'12	Vincent St-Amour, Sam Tobin-Hochstadt, Matthias Felleisen	Optimization coaching: optimizers learn to communicate with programmers	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_St-AmourTF12_data.txt	data/oopsla12_St-AmourTF12_build.txt
OOPSLA'12	T. Stephen Strickland, Sam Tobin-Hochstadt, Robert Bruce Findler, Matthew Flatt	Chaperones and impersonators: run-time support for reasonable interposition	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_StricklandTFF12_data.txt	data/oopsla12_StricklandTFF12_build.txt
OOPSLA'12	Kohei Suenaga, Ryota Fukuda, Atsushi Igarashi	Type-based safe resource deallocation for shared-memory concurrency	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_SuenagaFI12_data.txt	data/oopsla12_SuenagaFI12_build.txt
OOPSLA'12	Asumu Takikawa, T. Stephen Strickland, Christos Dimoulas, Sam Tobin-Hochstadt, Matthias Felleisen	Gradual typing for first-class classes	Theoretical	-	-	-	-	data/oopsla12_TakikawaSDTF12_data.txt	-
OOPSLA'12	Juan M. Tamayo, Alex Aiken, Nathan Grasso Bronson, Mooly Sagiv	Understanding the behavior of database operations under program control	Practical	-	Not sent	-	-	data/oopsla12_TamayoABS12_data.txt	-
OOPSLA'12	Olivier Tardieu, Nathaniel Nystrom, Igor Peshansky, Vijay A. Saraswat	Constrained kinds	Theoretical	-	-	-	-	data/oopsla12_TardieuNPS12_data.txt	-
OOPSLA'12	Sam Tobin-Hochstadt, David Van Horn	Higher-order symbolic execution via contracts	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_Tobin-HochstadtH12_data.txt	data/oopsla12_Tobin-HochstadtH12_build.txt
OOPSLA'12	Hung-Wei Tseng, Dean M. Tullsen	Software data-triggered threads	Practical	-	Email sent	Replied no	-	data/oopsla12_TsengT12_data.txt	-
OOPSLA'12	Filip Voracek, Zdenek Tronicek	JaDaRD: java data-race detector	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_VoracekT12_data.txt	data/oopsla12_VoracekT12_build.txt
OOPSLA'12	Mattias De Wael, Tom Van Cutsem	How to achieve scalable fork/join on many-core architectures?	Theoretical	-	-	-	-	data/oopsla12_WaelC12_data.txt	-
OOPSLA'12	Xudong Wang, Xuanzhe Liu, Ying Zhang, Gang Huang	Migration and execution of JavaScript applications between mobile devices and cloud	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_WangLZ012_data.txt	data/oopsla12_WangLZ012_build.txt
OOPSLA'12	Bo Wu, Zhijia Zhao, Xipeng Shen, Yunlian Jiang, Yaoqing Gao, Raul Silvera	Exploiting inter-sequence correlations for program behavior prediction	Theoretical	-	-	-	-	data/oopsla12_WuZSJGS12_data.txt	-
OOPSLA'12	Guoqing Xu	Finding reusable data structures	Practical	-	Email sent	Replied no	-	data/oopsla12_Xu12_data.txt	-
OOPSLA'12	Xiaomin Xu, Sheng Huang, Yanghua Xiao, Wei Wang	SCuV: a novel software clustering and visualization tool	Practical	Link from google	Not sent	-	Builds	data/oopsla12_XuHXW12_data.txt	data/oopsla12_XuHXW12_build.txt
OOPSLA'12	Jie Yu, Satish Narayanasamy, Cristiano Pereira, Gilles Pokam	Maple: a coverage-driven testing tool for multithreaded programs	Practical	Link from paper	Not sent	-	Build fails	data/oopsla12_YuNPP12_data.txt	data/oopsla12_YuNPP12_build.txt
OOPSLA'12	Mark Zarb	Understanding communication within pair programming	Theoretical	-	-	-	-	data/oopsla12_Zarb12_data.txt	-
OOPSLA'12	Ying Zhang, Gang Huang, Xuanzhe Liu, Wei Zhang, Hong Mei, Shunxiang Yang	Refactoring android Java code for on-demand computation offloading	Practical	-	Email sent	Replied no	-	data/oopsla12_Zhang0LZMY12_data.txt	-
OOPSLA'12	Guilherme Ottoni, Haiping Zhao, Iain Proctor, Minghui Yang, Xin Qi, Mark Williams, Qi Gao, Andrew Paroski, Scott MacVicar, Jason Evans, Stephen Tu	The HipHop compiler for PHP	Practical	Link from paper	Not sent	-	Builds	data/oopsla12_ZhaoPYQWGOPMET12_data.txt	data/oopsla12_ZhaoPYQWGOPMET12_build.txt
TOPLAS'34	Jan Hoffmann, Klaus Aehlig, Martin Hofmann	Multivariate amortized resource analysis	Practical	Link from paper	Not sent	-	Builds	data/toplas34_0002AH12_data.txt	data/toplas34_0002AH12_build.txt
TOPLAS'34	Samir Genaim, Amir M. Ben-Amram, Abu Naser Masud	On the Termination of Integer Loops	Theoretical	-	-	-	-	data/toplas34_Ben-AmramGM12_data.txt	-
TOPLAS'34	Anna Bendersky, Erez Petrank	Space overhead bounds for dynamic memory management with partial compaction	Theoretical	-	-	-	-	data/toplas34_BenderskyP12_data.txt	-
TOPLAS'34	Patrick Lam, Eric Bodden, Laurie Hendren	Partially Evaluating Finite-State Runtime Monitors Ahead of Time	Practical	Link from paper	Not sent	-	Builds	data/toplas34_BoddenLH12_data.txt	data/toplas34_BoddenLH12_build.txt
TOPLAS'34	Zhengqin luo, Tamara Rezk, Manuel Serrano, Gerard Boudol	Reasoning about Web Applications: An Operational Semantics for HOP	Practical	Link from paper	Not sent	-	Build fails	data/toplas34_BoudolLRS12_data.txt	data/toplas34_BoudolLRS12_build.txt
TOPLAS'34	Marco Carbone, Kohei Honda, Nobuko Yoshida	Structured Communication-Centered Programming for Web Services	Theoretical	-	-	-	-	data/toplas34_CarboneHY12_data.txt	-
TOPLAS'34	Frank Tip, Mandana Vaziri, Jan Vitek, Julian Dolby, Christian Hammer, Daniel Marino	A data-centric approach to synchronization	Practical	Link from paper	Not sent	-	Build fails	data/toplas34_DolbyHMTVV12_data.txt	data/toplas34_DolbyHMTVV12_build.txt
TOPLAS'34	Yuan Feng, Runyao Duan, Mingsheng Ying	Bisimulation for Quantum Processes	Theoretical	-	-	-	-	data/toplas34_FengDY12_data.txt	-
TOPLAS'34	Bruno De Fraine, Erik Ernst, Mario Sudholt	Essential AOP: The a calculus	Practical	Link from paper	Not sent	-	Builds	data/toplas34_FraineES12_data.txt	data/toplas34_FraineES12_build.txt
TOPLAS'34	Pierre Ganty, Rupak Majumdar	Algorithmic verification of asynchronous programs	Theoretical	-	-	-	-	data/toplas34_GantyM12_data.txt	-
TOPLAS'34	Pramod G. Joisha, Robert S. Schreiber, Prithviraj Banerjee, Hans-J. Boehm, Dhruva R. Chakrabarti	On a Technique for Transparently Empowering Classical Compiler Optimizations on Multithreaded Code	Practical	-	Not sent	-	-	data/toplas34_JoishaSBBC12_data.txt	-
TOPLAS'34	Maartie De Jonge, Lennart C. L. Kats, Eelco Visser, Emma Soderberg	Natural and Flexible Error Recovery for Generated Modular Language Environments	Practical	-	Email sent	Replied yes	Build fails	data/toplas34_JongeKVS12_data.txt	data/toplas34_JongeKVS12_build.txt
TOPLAS'34	Lakshminarayanan Renganarayanan, Daegon Kim, Michelle Mills Strout, Sanjay Rajopadhye	Parameterized loop tiling	Practical	Link from paper	Not sent	-	Build fails	data/toplas34_RenganarayananKSR12_data.txt	data/toplas34_RenganarayananKSR12_build.txt
TOPLAS'34	Jan Smans, Bart Jacobs, Frank Piessens	Implicit dynamic frames	Practical	Link from paper	Not sent	-	Builds	data/toplas34_SmansJP12_data.txt	data/toplas34_SmansJP12_build.txt
TOPLAS'34	Sven Verdoolaege, Gerda Janssens, Maurice Bruynooghe	Equivalence checking of static affine programs using widening to handle recurrences	Practical	-	Not sent	-	-	data/toplas34_VerdoolaegeJB12_data.txt	-
TOPLAS'34	Xing Wu, Frank Mueller	ScalaExtrap: Trace-based communication extrapolation for SPMD programs	Practical	Link from google	Not sent	-	Build fails	data/toplas34_WuM12_data.txt	data/toplas34_WuM12_build.txt
PLDI'12	Aws Albarghouthi, Rahul Kumar, Aditya V. Nori, Sriram K. Rajamani	Parallelizing top-down interprocedural analyses	Practical	-	Email sent	Replied no	-	data/pldi12_AlbarghouthiKNR12_data.txt	-
PLDI'12	David F. Bacon, Perry Cheng, Sunil Shukla	And then there were none: a stall-free real-time garbage collector for reconfigurable hardware	Practical	-	Email sent	Replied no	-	data/pldi12_BaconCS12_data.txt	-
PLDI'12	Florian Benz, Andreas Hildebrandt, Sebastian Hack	A dynamic program analysis to find floating-point accuracy problems	Practical	Link from google	Not sent	-	Build fails	data/pldi12_BenzHH12_data.txt	data/pldi12_BenzHH12_build.txt
PLDI'12	Michael Carbin, Deokhwan Kim, Sasa Misailovic, Martin C. Rinard	Proving acceptability properties of relaxed nondeterministic approximate programs	Practical	Link from paper	Not sent	-	Build fails	data/pldi12_CarbinKMR12_data.txt	data/pldi12_CarbinKMR12_build.txt
PLDI'12	Luke Cartey, Rune Lyngso, Oege de Moor	Synthesising graphics card programs from DSLs	Practical	-	Email sent	Replied yes	Build fails	data/pldi12_CarteyLM12_data.txt	data/pldi12_CarteyLM12_build.txt
PLDI'12	Chun Chen	Polyhedra scanning revisited	Practical	-	Email sent	Replied yes	Build fails	data/pldi12_Chen12_data.txt	data/pldi12_Chen12_build.txt
PLDI'12	Yan Chen, Joshua Dunfield, Umut A. Acar	Type-directed automatic incrementalization	Practical	-	Email sent	Replied no	-	data/pldi12_ChenDA12_data.txt	-
PLDI'12	Charisee Chiw, Gordon Kindlmann, John Reppy, Lamont Samuels, Nick Seltzer	Diderot: a parallel DSL for image analysis and visualization	Practical	Link from google	Not sent	-	Builds	data/pldi12_ChiwKRSS12_data.txt	data/pldi12_ChiwKRSS12_build.txt
PLDI'12	Emilio Coppa, Camil Demetrescu, Irene Finocchi	Input-sensitive profiling	Practical	Link from paper	Not sent	-	Build fails	data/pldi12_CoppaDF12_data.txt	data/pldi12_CoppaDF12_build.txt
PLDI'12	Isil Dillig, Thomas Dillig, Alex Aiken	Automated error diagnosis using abductive inference	Practical	-	Email sent	Replied no	-	data/pldi12_DilligDA12_data.txt	-
PLDI'12	Christophe Dubach, Perry Cheng, Rodric M. Rabbah, David F. Bacon, Stephen J. Fink	Compiling a high-level language for GPUs: (via language support for architectures and compilers)	Practical	-	Not sent	-	-	data/pldi12_DubachCRBF12_data.txt	-
PLDI'12	Yong Hun Eom, Brian Demsky	Self-stabilizing Java	Practical	-	Email sent	Replied yes	Builds	data/pldi12_EomD12_data.txt	data/pldi12_EomD12_build.txt
PLDI'12	Min Feng, Rajiv Gupta, Iulian Neamtiu	Effective parallelization of loops in the presence of I/O operations	Practical	-	Email sent	Replied no	-	data/pldi12_FengGN12_data.txt	-
PLDI'12	Jeffrey Fischer, Rupak Majumdar, Shahram Esmaeilsabzali	Engage: a deployment management system	Practical	Link from google	Not sent	-	Builds	data/pldi12_FischerME12_data.txt	data/pldi12_FischerME12_build.txt
PLDI'12	Paul Gazzillo, Robert Grimm	SuperC: parsing all of C by taming the preprocessor	Practical	Link from paper	Not sent	-	Builds	data/pldi12_GazzilloG12_data.txt	data/pldi12_GazzilloG12_build.txt
PLDI'12	Patrice Godefroid, Ankur Taly	Automated synthesis of symbolic instruction encodings from I/O samples	Practical	-	Email sent	Replied no	-	data/pldi12_GodefroidT12_data.txt	-
PLDI'12	Sergey Grebenshchikov, Nuno P. Lopes, Corneliu Popeea, Andrey Rybalchenko	Synthesizing software verifiers from proof rules	Practical	Link from google	Not sent	-	Build fails	data/pldi12_GrebenshchikovLPR12_data.txt	data/pldi12_GrebenshchikovLPR12_build.txt
PLDI'12	Rachid Guerraoui, Viktor Kuncak, Giuliano Losa	Speculative linearizability	Practical	Link from paper	Not sent	-	Builds	data/pldi12_GuerraouiKL12_data.txt	data/pldi12_GuerraouiKL12_build.txt
PLDI'12	Brian Hackett, Shu-yu Guo	Fast and precise hybrid type inference for JavaScript	Practical	-	Email sent	Replied yes	Builds	data/pldi12_HackettG12_data.txt	data/pldi12_HackettG12_build.txt
PLDI'12	Peter Hawkins, Alex Aiken, Kathleen Fisher, Martin C. Rinard, Mooly Sagiv	Concurrent data representation synthesis	Practical	-	Not sent	-	-	data/pldi12_HawkinsAFRS12_data.txt	-
PLDI'12	Justin Holewinski, Ragavendar Ramamurthi, Mahesh Ravishankar, Naznin Fauzia, Louis-Noel Pouchet, Atanas Rountev, P. Sadayappan	Dynamic trace-based analysis of vectorization potential of applications	Practical	-	Email sent	Replied yes	Build fails	data/pldi12_HolewinskiRRFPRS12_data.txt	data/pldi12_HolewinskiRRFPRS12_build.txt
PLDI'12	Guoliang Jin, Linhai Song, Xiaoming Shi, Joel Scherpelz, Shan Lu	Understanding and detecting real-world performance bugs	Practical	-	Email sent	Replied yes	Build fails	data/pldi12_JinSSSL12_data.txt	data/pldi12_JinSSSL12_build.txt
PLDI'12	Nick P. Johnson, Hanjun Kim, Prakash Prabhu, Ayal Zaks, David I. August	Speculative separation for privatization and reductions	Practical	-	Email sent	Replied no	-	data/pldi12_JohnsonKPZA12_data.txt	-
PLDI'12	Ming Kawaguchi, Patrick Maxim Rondon, Alexander Bakst, Ranjit Jhala	Deterministic parallelism via liquid effects	Practical	Link from google	Not sent	-	Build fails	data/pldi12_KawaguchiRBJ12_data.txt	data/pldi12_KawaguchiRBJ12_build.txt
PLDI'12	Marc de Kruijf, Karthikeyan Sankaralingam, Somesh Jha	Static analysis and compiler design for idempotent processing	Practical	-	Email sent	Replied yes	Build fails	data/pldi12_KruijfSJ12_data.txt	data/pldi12_KruijfSJ12_build.txt
PLDI'12	Volodymyr Kuznetsov, Johannes Kinder, Stefan Bucur, George Candea	Efficient state merging in symbolic execution	Practical	Link from paper	Not sent	-	Build fails	data/pldi12_KuznetsovKBC12_data.txt	data/pldi12_KuznetsovKBC12_build.txt
PLDI'12	Dongyoon Lee, Peter M. Chen, Jason Flinn, Satish Narayanasamy	Chimera: hybrid program analysis for determinism	Practical	-	Not sent	-	-	data/pldi12_LeeCFN12_data.txt	-
PLDI'12	Alan Leung, Manish Gupta, Yuvraj Agarwal, Rajesh Gupta, Ranjit Jhala, Sorin Lerner	Verifying GPU kernels by test amplification	Practical	-	Email sent	Replied no	-	data/pldi12_LeungGAGJL12_data.txt	-
PLDI'12	Feng Liu, Nayden Nedev, Nedyalko Prisadnikov, Martin T. Vechev, Eran Yahav	Dynamic synthesis for relaxed memory models	Practical	-	Not sent	-	-	data/pldi12_LiuNPVY12_data.txt	-
PLDI'12	Jun Liu, Yuanrui Zhang, Ohyoung Jang, Wei Ding, Mahmut T. Kandemir	A compiler framework for extracting superword level parallelism	Practical	-	Email sent	Replied no	-	data/pldi12_LiuZJDK12_data.txt	-
PLDI'12	Greg Morrisett, Gang Tan, Joseph Tassarotti, Jean-Baptiste Tristan, Edward Gan	RockSalt: better, faster, stronger SFI for the x86	Practical	-	Email sent	Replied yes	Builds	data/pldi12_MorrisettTTTG12_data.txt	data/pldi12_MorrisettTTTG12_build.txt
PLDI'12	Santosh Nagarakatte, Sebastian Burckhardt, Milo M. K. Martin, Madanlal Musuvathi	Multicore acceleration of priority-based schedulers for concurrency bug detection	Practical	-	Email sent	Replied no	-	data/pldi12_NagarakatteBMM12_data.txt	-
PLDI'12	Cosmin E. Oancea, Lawrence Rauchwerger	Logical inference techniques for loop parallelization	Practical	-	Email sent	Replied no	-	data/pldi12_OanceaR12_data.txt	-
PLDI'12	Hakjoo Oh, Kihong Heo, Wonchan Lee, Woosuk Lee, Kwangkeun Yi	Design and implementation of sparse global analyses for C-like languages	Practical	-	Email sent	Replied no	-	data/pldi12_OhHLLY12_data.txt	-
PLDI'12	Bruno C. d. S. Oliveira, Tom Schrijvers, Wontae Choi, Wonchan Lee, Kwangkeun Yi	The implicit calculus: a new foundation for generic programming	Practical	Link from paper	Not sent	-	Build fails	data/pldi12_OliveiraSCLY12_data.txt	data/pldi12_OliveiraSCLY12_build.txt
PLDI'12	Daniel Perelman, Sumit Gulwani, Thomas Ball, Dan Grossman	Type-directed completion of partial expressions	Practical	Link from google	Not sent	-	Build fails	data/pldi12_PerelmanGBG12_data.txt	data/pldi12_PerelmanGBG12_build.txt
PLDI'12	Boris Petrov, Martin T. Vechev, Manu Sridharan, Julian Dolby	Race detection for web applications	Practical	-	Email sent	Replied yes	Build fails	data/pldi12_PetrovVSD12_data.txt	data/pldi12_PetrovVSD12_build.txt
PLDI'12	Michael Pradel, Thomas R. Gross	Fully automatic and precise detection of thread safety violations	Practical	Link from paper	Not sent	-	Build fails	data/pldi12_PradelG12_data.txt	data/pldi12_PradelG12_build.txt
PLDI'12	Arun Raman, Ayal Zaks, Jae W. Lee, David I. August	Parcae: a system for flexible parallel execution	Practical	-	Not sent	-	-	data/pldi12_RamanZLA12_data.txt	-
PLDI'12	Raghavan Raman, Jisheng Zhao, Vivek Sarkar, Martin T. Vechev, Eran Yahav	Scalable and precise dynamic datarace detection for structured parallelism	Practical	-	Not sent	-	-	data/pldi12_RamanZSVY12_data.txt	-
PLDI'12	John Regehr, Yang Chen, Pascal Cuoq, Eric Eide, Chucky Ellison, Xuejun Yang	Test-case reduction for C compiler bugs	Practical	Link from paper	Not sent	-	Build fails	data/pldi12_RegehrCCEEY12_data.txt	data/pldi12_RegehrCCEEY12_build.txt
PLDI'12	Mehrzad Samadi, Amir Hormati, Mojtaba Mehrara, Janghaeng Lee, Scott A. Mahlke	Adaptive input-aware compilation for graphics engines	Practical	-	Email sent	Replied no	-	data/pldi12_SamadiHMLM12_data.txt	-
PLDI'12	Susmit Sarkar, Kayvan Memarian, Scott Owens, Mark Batty, Peter Sewell, Luc Maranget, Jade Alglave, Derek Williams	Synchronising C/C++ and POWER	Practical	Link from paper	Not sent	-	Builds	data/pldi12_SarkarMOBSMAW12_data.txt	data/pldi12_SarkarMOBSMAW12_build.txt
PLDI'12	Omer Tripp, Roman Manevich, John Field, Mooly Sagiv	JANUS: exploiting parallelism via hindsight	Practical	-	Not sent	-	-	data/pldi12_TrippMFS12_data.txt	-
PLDI'12	Aaron Turon	Reagents: expressing and composing fine-grained concurrency	Practical	Link from paper	Not sent	-	Build fails	data/pldi12_Turon12_data.txt	data/pldi12_Turon12_build.txt
PLDI'12	Jingyue Wu, Yang Tang, Gang Hu, Heming Cui, Junfeng Yang	Sound and precise analysis of parallel programs through schedule specialization	Practical	-	Email sent	No response	-	data/pldi12_WuTHCY12_data.txt	-
PLDI'12	Dmitrijs Zaparanuks, Matthias Hauswirth	Algorithmic profiling	Practical	-	Email sent	Replied no	-	data/pldi12_ZaparanuksH12_data.txt	-
PLDI'12	Danfeng Zhang, Aslan Askarov, Andrew C. Myers	Language-based control and mitigation of timing channels	Practical	-	Email sent	Replied yes	Build fails	data/pldi12_ZhangAM12_data.txt	data/pldi12_ZhangAM12_build.txt
SOSP'11	Atul Adya, Gregory Cooper, Daniel Myers, Michael Piatek	Thialfi: a client notification service for internet-scale applications	Practical	-	Email sent	Replied no	-	data/sosp11_AdyaCMP11_data.txt	-
SOSP'11	Jeremy Andrus, Christoffer Dall, Alexander Van't Hof, Oren Laadan, Jason Nieh	Cells: a virtual mobile smartphone architecture	Practical	-	Email sent	Replied no	-	data/sosp11_AndrusDHLN11_data.txt	-
SOSP'11	Brad Calder, Ju Wang, Aaron Ogus, Niranjan Nilakantan, Arild Skjolsvold, Sam McKelvie, Yikang Xu, Shashwat Srivastav, Jiesheng Wu, Huseyin Simitci, Jaidev Haridas, Chakravarthy Uddaraju, Hemal Khatri, Andrew Edwards, Vaman Bedekar, Shane Mainali, Rafay Abbasi, Arpit Agarwal, Mian Fahim ul Haq, Muhammad Ikram ul Haq, Deepali Bhardwaj, Sowmya Dayanand, Anitha Adusumilli, Marvin McNett, Sriram Sankaran, Kavitha Manivannan, Leonidas Rigas	Windows Azure Storage: a highly available cloud storage service with strong consistency	Practical	-	Email sent	No response	-	data/sosp11_CalderWONSMXSWSHUKEBMAAHHBDAMSMR11_data.txt	-
SOSP'11	Ramesh Chandra, Taesoo Kim, Meelap Shah, Neha Narula, Nickolai Zeldovich	Intrusion recovery for database-backed web applications	Practical	-	Not sent	-	-	data/sosp11_ChandraKSNZ11_data.txt	-
SOSP'11	Yanpei Chen, Kiran Srinivasan, Garth R. Goodson, Randy H. Katz	Design implications for enterprise storage systems via multi-dimensional trace analysis	Practical	-	Email sent	Replied no	-	data/sosp11_ChenSGK11_data.txt	-
SOSP'11	Patrick Colp, Mihir Nanavati, Jun Zhu, William Aiello, George Coker, Tim Deegan, Peter Loscocco, Andrew Warfield	Breaking up is hard to do: security and functionality in a commodity hypervisor	Practical	-	Email sent	Replied yes	Build fails	data/sosp11_ColpNZACDLW11_data.txt	data/sosp11_ColpNZACDLW11_build.txt
SOSP'11	Heming Cui, Jingyue Wu, John Gallagher, Huayang Guo, Junfeng Yang	Efficient deterministic multithreading through schedule relaxation	Practical	-	Not sent	-	-	data/sosp11_CuiWGGY11_data.txt	-
SOSP'11	Ulfar Erlingsson, Marcus Peinado, Simon Peter, Mihai Budiu	Fay: extensible distributed tracing from kernels to clusters	Practical	-	Not sent	-	-	data/sosp11_ErlingssonPPB11_data.txt	-
SOSP'11	Lisa Glendenning, Ivan Beschastnikh, Arvind Krishnamurthy, Thomas E. Anderson	Scalable consistency in Scatter	Practical	-	Email sent	Replied no	-	data/sosp11_GlendenningBKA11_data.txt	-
SOSP'11	Huayang Guo, Ming Wu, Lidong Zhou, Gang Hu, Junfeng Yang, Lintao Zhang	Practical software model checking via dynamic interface reduction	Practical	-	Not sent	-	-	data/sosp11_GuoWZHYZ11_data.txt	-
SOSP'11	Tyler Harter, Chris Dragga, Michael Vaughn, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau	A file is not a file: understanding the I/O behavior of Apple desktop applications	Theoretical	-	-	-	-	data/sosp11_HarterDVAA11_data.txt	-
SOSP'11	Oren Laadan, Nicolas Viennot, Chia-che Tsai, Chris Blinn, Junfeng Yang, Jason Nieh	Pervasive detection of process races in deployed systems	Practical	-	Not sent	-	-	data/sosp11_LaadanVTBYN11_data.txt	-
SOSP'11	Joshua B. Leners, Hao Wu, Wei-Lun Hung, Marcos Kawazoe Aguilera, Michael Walfish	Detecting failures in distributed systems with the Falcon spy network	Practical	Link from paper	Not sent	-	Build fails	data/sosp11_LenersWHAW11_data.txt	data/sosp11_LenersWHAW11_build.txt
SOSP'11	Hyeontaek Lim, Bin Fan, David G. Andersen, Michael Kaminsky	SILT: a memory-efficient, high-performance key-value store	Practical	Link from google	Not sent	-	Build fails	data/sosp11_LimFAK11_data.txt	data/sosp11_LimFAK11_build.txt
SOSP'11	Tongping Liu, Charlie Curtsinger, Emery D. Berger	Dthreads: efficient deterministic multithreading	Practical	Link from google	Not sent	-	Builds	data/sosp11_LiuCB11_data.txt	data/sosp11_LiuCB11_build.txt
SOSP'11	Wyatt Lloyd, Michael J. Freedman, Michael Kaminsky, David G. Andersen	Don't settle for eventual: scalable causal consistency for wide-area storage with COPS	Practical	-	Email sent	Replied yes	Build fails	data/sosp11_LloydFKA11_data.txt	data/sosp11_LloydFKA11_build.txt
SOSP'11	Yandong Mao, Haogang Chen, Dong Zhou, Xi Wang, Nickolai Zeldovich, M. Frans Kaashoek	Software fault isolation with API integrity and multi-principal modules	Practical	-	Email sent	Replied no	-	data/sosp11_MaoCZWZK11_data.txt	-
